id,Decision,Host_is_superhost,Host_identity_verified,Neighbourhood,Room_type,Accommodates,Essentials,Cooking,Balcony,Parking,Price,Number_of_reviews,Review_scores_rating,Instant_bookable,Month
4412,0,0,1,28803,Entire home/apt,10,5,1,0,1,252.0,6,5.0,1,June
4413,1,1,0,28805,Entire home/apt,7,5,5,1,1,294.0,159,4.96,1,August
4414,1,1,1,28805,Entire home/apt,4,5,3,1,1,89.0,229,4.97,1,September
4415,1,1,0,28805,Entire home/apt,4,5,4,1,1,111.0,36,4.94,1,July
4416,1,1,1,28715,Entire home/apt,4,5,5,1,1,90.0,85,4.87,1,September
4417,0,0,1,28803,Entire home/apt,2,4,0,0,1,100.0,6,5.0,0,July
4418,1,1,0,28804,Entire home/apt,5,5,5,1,1,170.0,26,4.85,0,September
4419,1,1,1,28801,Private room,2,4,4,1,1,71.0,108,4.91,1,June
4420,1,1,1,28801,Entire home/apt,8,5,5,1,1,509.0,38,4.71,1,August
4421,0,1,0,28804,Entire home/apt,6,5,5,1,1,368.0,25,5.0,1,June
4422,1,0,1,28801,Entire home/apt,2,3,0,0,1,102.0,240,4.4,1,August
4423,1,1,1,28704,Entire home/apt,2,5,5,1,1,74.0,71,4.99,1,August
4424,1,1,0,28806,Entire home/apt,2,4,1,0,1,115.0,283,4.98,0,August
4425,0,1,1,28803,Entire home/apt,6,5,5,1,1,275.0,74,4.95,0,September
4426,1,1,1,28806,Entire home/apt,5,5,5,0,1,216.0,79,4.91,0,July
4427,0,1,1,28806,Entire home/apt,3,3,3,1,1,99.0,5,5.0,0,September
4428,1,1,1,28804,Entire home/apt,2,5,3,1,1,102.0,85,4.95,1,August
4429,0,1,1,28806,Entire home/apt,3,4,2,1,1,150.0,36,4.92,1,September
4430,0,1,1,28804,Entire home/apt,2,4,1,0,1,219.0,239,4.99,0,July
4431,1,1,1,28806,Entire home/apt,6,4,5,1,1,230.0,21,4.67,1,September
4432,0,1,1,28704,Entire home/apt,4,5,5,0,1,99.0,90,4.99,0,September
4433,1,1,1,28801,Private room,2,5,1,1,1,92.0,435,4.76,0,July
4434,0,1,1,28715,Entire home/apt,4,5,5,1,1,156.0,75,4.95,0,July
4435,0,1,1,28806,Private room,1,5,5,1,1,42.0,4,5.0,0,September
4436,1,1,1,28806,Private room,2,5,5,1,1,100.0,24,4.96,0,August
4437,0,1,1,28801,Entire home/apt,6,5,5,1,1,394.0,36,5.0,0,June
4438,1,1,1,28806,Entire home/apt,5,5,5,0,1,209.0,77,4.91,0,June
4439,0,1,1,28805,Entire home/apt,2,4,1,0,1,156.0,287,4.95,1,September
4440,0,0,1,28803,Entire home/apt,2,5,0,0,1,60.0,4,4.75,0,September
4441,1,0,0,28801,Hotel room,2,4,0,0,1,381.0,0,0.0,1,August
4442,1,1,1,28805,Private room,2,5,2,1,1,76.0,83,4.99,0,September
4443,0,1,1,28801,Entire home/apt,4,5,5,1,1,125.0,173,4.84,1,June
4444,1,1,1,28806,Private room,2,5,3,1,1,61.0,22,5.0,1,July
4445,0,1,1,28804,Entire home/apt,2,5,3,1,1,118.0,312,5.0,1,July
4446,1,0,0,28803,Entire home/apt,2,3,4,0,1,189.0,23,4.83,1,August
4447,0,1,1,28803,Entire home/apt,6,5,5,0,1,245.0,0,0.0,1,July
4448,1,1,0,28806,Entire home/apt,2,2,0,1,1,19.0,16,4.63,1,September
4449,1,1,0,28715,Entire home/apt,2,5,5,1,1,135.0,19,4.95,0,September
4450,0,1,1,28805,Entire home/apt,4,4,1,0,1,600.0,4,5.0,1,July
4451,0,0,1,28801,Entire home/apt,2,5,4,0,1,98.0,261,4.8,0,July
4452,0,1,1,28803,Entire home/apt,12,5,5,1,1,356.0,17,5.0,1,August
4453,0,1,1,28806,Entire home/apt,4,5,4,1,1,112.0,202,4.97,1,July
4454,1,1,1,28801,Entire home/apt,8,4,4,0,1,481.0,57,4.79,1,August
4455,0,1,1,28804,Entire home/apt,2,5,5,1,1,114.0,133,4.86,0,June
4456,1,0,0,28806,Entire home/apt,2,5,3,1,1,146.0,8,5.0,1,June
4457,0,0,1,28806,Entire home/apt,2,5,5,0,1,84.0,3,3.67,0,August
4458,1,1,1,28801,Entire home/apt,4,5,5,1,1,316.0,230,4.98,0,June
4459,0,1,0,28801,Entire home/apt,6,5,5,0,1,175.0,45,4.98,1,July
4460,1,1,1,28801,Entire home/apt,6,5,5,1,1,481.0,11,4.91,1,July
4461,0,0,1,28801,Entire home/apt,4,5,5,1,1,60.0,99,4.9,0,June
4462,0,1,1,28806,Private room,2,5,5,1,1,52.0,21,4.8,0,September
4463,1,1,1,28806,Entire home/apt,4,5,5,1,0,150.0,11,4.82,1,September
4464,0,1,1,28801,Entire home/apt,11,5,5,1,1,663.0,30,4.73,1,July
4465,1,1,1,28801,Entire home/apt,4,5,3,0,1,130.0,49,4.78,1,July
4466,1,1,1,28801,Entire home/apt,4,5,5,1,1,305.0,3,5.0,1,July
4467,1,0,0,28801,Private room,2,5,5,0,1,308.0,0,0.0,1,September
4468,1,1,1,28715,Entire home/apt,16,5,5,1,1,629.0,39,4.97,1,August
4469,1,1,1,28801,Entire home/apt,6,4,4,0,1,352.0,89,4.83,1,September
4470,0,0,1,28803,Entire home/apt,5,4,0,0,1,93.0,63,4.9,0,September
4471,1,1,1,28801,Entire home/apt,4,4,1,0,1,108.0,257,4.98,0,August
4472,1,1,1,28806,Entire home/apt,15,5,5,1,1,257.0,21,4.95,0,September
4473,1,0,1,28801,Entire home/apt,4,4,4,0,0,333.0,1,5.0,1,July
4474,1,1,1,28806,Private room,2,5,0,0,1,70.0,58,4.77,1,July
4475,0,1,1,28801,Entire home/apt,2,5,5,0,1,223.0,24,4.96,0,June
4476,1,1,1,28801,Private room,2,5,3,0,1,56.0,1033,4.66,1,June
4477,1,1,1,28805,Entire home/apt,12,5,5,1,1,377.0,139,4.99,1,August
4478,1,1,0,28806,Private room,2,5,2,0,1,72.0,539,4.93,0,June
4479,0,1,1,28715,Entire home/apt,3,5,5,1,1,90.0,7,5.0,1,June
4480,1,0,1,28804,Entire home/apt,4,5,5,1,1,148.0,55,4.93,1,June
4481,0,1,1,28804,Entire home/apt,12,5,5,1,1,305.0,33,4.85,0,June
4482,0,1,1,28806,Entire home/apt,2,5,3,1,1,75.0,177,4.99,0,August
4483,0,1,1,28806,Entire home/apt,4,5,4,0,1,80.0,7,5.0,1,August
4484,0,1,1,28803,Entire home/apt,4,5,5,1,1,110.0,80,5.0,1,July
4485,1,1,1,28804,Entire home/apt,8,5,4,0,1,295.0,10,4.8,1,September
4486,1,0,0,28801,Hotel room,2,4,0,0,1,270.0,1,5.0,1,September
4487,1,1,1,28803,Entire home/apt,2,5,3,0,1,66.0,128,4.84,0,September
4488,0,1,1,28806,Entire home/apt,2,5,3,1,1,96.0,145,4.94,1,July
4489,0,1,1,28806,Entire home/apt,5,5,5,1,1,125.0,106,4.99,0,September
4490,1,0,1,28805,Entire home/apt,4,0,0,1,1,89.0,15,5.0,0,June
4491,1,0,0,28805,Entire home/apt,7,5,5,0,1,145.0,23,4.7,0,August
4492,1,0,1,28806,Entire home/apt,8,4,4,0,1,162.0,11,4.82,1,September
4493,0,1,1,28806,Entire home/apt,7,5,5,1,1,269.0,184,4.82,1,June
4494,0,0,1,28704,Entire home/apt,2,4,2,0,1,95.0,3,5.0,0,June
4495,1,1,1,28806,Entire home/apt,4,4,5,1,1,180.0,37,4.81,0,August
4496,1,0,1,28806,Entire home/apt,3,5,3,1,1,119.0,13,5.0,1,June
4497,1,1,1,28805,Private room,4,5,3,1,1,88.0,10,4.9,1,September
4498,1,1,1,28804,Entire home/apt,4,5,4,1,1,181.0,445,4.97,1,August
4499,1,1,1,28801,Hotel room,2,5,2,1,1,149.0,23,4.95,1,June
4500,0,1,1,28804,Entire home/apt,4,5,5,1,1,143.0,82,4.82,0,August
4501,1,0,0,28805,Private room,2,2,0,0,0,248.0,0,0.0,1,July
4502,0,1,1,28804,Entire home/apt,4,5,5,1,1,186.0,35,4.89,0,July
4503,0,1,1,28803,Entire home/apt,8,5,5,1,1,328.0,40,4.9,1,June
4504,1,1,1,28732,Entire home/apt,2,5,5,1,1,143.0,80,4.99,1,August
4505,0,1,0,28715,Entire home/apt,4,4,0,0,1,135.0,2,5.0,0,July
4506,0,1,1,28803,Entire home/apt,3,5,2,0,1,91.0,37,5.0,0,June
4507,1,1,1,28704,Entire home/apt,4,5,5,1,1,195.0,22,4.91,0,July
4508,1,1,1,28804,Entire home/apt,2,5,2,0,1,92.0,190,4.93,1,September
4509,0,0,0,28801,Entire home/apt,4,5,5,1,1,82.0,0,0.0,1,July
4510,1,1,1,28715,Entire home/apt,6,5,5,1,1,203.0,42,4.86,0,September
4511,1,1,0,28804,Entire home/apt,8,5,5,1,1,340.0,60,4.97,1,July
4512,0,0,1,28803,Private room,6,4,2,1,1,90.0,117,4.9,0,June
4513,1,1,1,28803,Entire home/apt,4,5,5,0,1,209.0,17,4.76,1,August
4514,1,0,1,28804,Entire home/apt,6,5,5,1,1,152.0,24,5.0,1,August
4515,0,0,0,28704,Entire home/apt,4,5,5,1,1,219.0,5,4.4,1,July
4516,1,1,1,28801,Entire home/apt,4,4,5,1,1,180.0,75,4.83,0,July
4517,1,1,1,28806,Shared room,1,5,2,0,1,33.0,289,4.7,1,September
4518,0,0,1,28804,Entire home/apt,8,4,5,1,1,200.0,0,0.0,0,August
4519,0,1,1,28715,Entire home/apt,4,5,5,1,1,92.0,73,4.86,1,June
4520,1,1,1,28803,Private room,2,5,1,1,1,43.0,213,4.87,0,September
4521,1,0,1,28806,Entire home/apt,5,5,2,1,1,121.0,298,4.8,0,June
4522,0,0,0,28806,Private room,5,5,5,1,1,250.0,2,5.0,1,July
4523,1,1,1,28704,Entire home/apt,14,5,5,0,1,401.0,3,5.0,1,August
4524,0,1,1,28806,Entire home/apt,4,5,4,1,1,122.0,232,4.91,0,July
4525,1,0,1,28805,Entire home/apt,16,5,5,1,1,241.0,17,4.76,1,June
4526,1,1,1,28806,Private room,2,4,1,1,1,147.0,35,4.83,1,August
4527,1,1,0,28801,Entire home/apt,5,5,5,1,0,275.0,26,5.0,0,August
4528,0,1,1,28806,Entire home/apt,2,5,4,1,1,130.0,61,4.95,0,August
4529,1,1,1,28806,Entire home/apt,8,5,5,1,1,289.0,27,4.81,1,August
4530,1,0,1,28801,Entire home/apt,4,4,4,0,0,333.0,2,5.0,1,August
4531,0,0,1,28806,Entire home/apt,5,4,4,1,1,95.0,100,4.87,0,June
4532,0,1,1,28805,Entire home/apt,4,5,3,1,1,53.0,322,4.98,0,July
4533,1,0,1,28806,Entire home/apt,10,5,4,1,1,312.0,162,4.78,1,June
4534,1,1,1,28806,Entire home/apt,6,5,5,1,1,138.0,241,4.94,1,September
4535,1,1,1,28804,Entire home/apt,4,5,3,1,1,233.0,191,4.98,0,July
4536,0,1,0,28801,Entire home/apt,2,5,4,1,1,127.0,234,4.87,1,September
4537,1,1,1,28806,Entire home/apt,4,3,5,1,1,180.0,112,4.85,0,August
4538,1,1,0,28806,Entire home/apt,2,5,3,0,1,125.0,29,5.0,1,September
4539,1,1,1,28801,Entire home/apt,8,4,4,0,1,481.0,44,4.77,1,August
4540,0,1,1,28805,Entire home/apt,6,5,5,1,1,230.0,38,4.95,1,June
4541,0,1,1,28805,Entire home/apt,10,5,5,0,1,933.0,38,4.95,1,July
4542,1,0,0,28806,Entire home/apt,8,5,5,1,1,175.0,23,4.96,0,September
4543,0,1,1,28803,Entire home/apt,4,5,4,1,1,138.0,211,4.97,0,August
4544,1,1,0,28801,Entire home/apt,2,5,2,1,1,114.0,309,4.97,1,June
4545,1,1,0,28715,Entire home/apt,6,5,5,1,1,180.0,43,4.84,1,August
4546,1,1,0,28715,Entire home/apt,6,5,5,1,1,153.0,57,4.84,1,September
4547,1,1,1,28806,Entire home/apt,7,5,5,1,1,180.0,190,4.93,1,July
4548,1,0,1,28805,Private room,2,5,3,0,1,51.0,100,4.69,1,July
4549,1,1,1,28806,Entire home/apt,4,5,4,1,1,182.0,183,4.95,1,August
4550,1,1,1,28804,Entire home/apt,4,5,5,1,1,247.0,12,4.92,1,August
4551,1,0,0,28801,Hotel room,2,4,0,0,1,278.0,3,5.0,1,June
4552,0,0,1,28803,Entire home/apt,4,5,5,1,1,149.0,1,5.0,1,August
4553,1,1,1,28804,Entire home/apt,2,5,2,0,1,98.0,133,4.97,0,August
4554,1,1,1,28804,Entire home/apt,10,5,5,1,1,368.0,89,4.97,1,June
4555,0,1,1,28715,Entire home/apt,7,5,2,0,1,95.0,13,4.62,1,June
4556,1,1,1,28806,Entire home/apt,4,5,4,1,1,95.0,59,4.97,1,July
4557,1,1,1,28806,Entire home/apt,4,5,2,1,1,105.0,108,5.0,0,June
4558,1,1,1,28806,Private room,2,5,2,1,1,70.0,83,4.9,0,September
4559,1,0,1,28715,Entire home/apt,5,4,4,0,1,143.0,3,5.0,1,August
4560,1,1,1,28803,Entire home/apt,2,5,3,1,1,102.0,115,4.9,1,August
4561,0,1,1,28803,Entire home/apt,16,5,5,0,1,994.0,0,0.0,1,June
4562,0,0,1,28804,Entire home/apt,4,4,0,0,1,72.0,0,0.0,0,June
4563,1,1,1,28801,Private room,2,5,1,0,1,173.0,5,5.0,1,July
4564,0,1,0,28704,Entire home/apt,8,5,4,0,1,399.0,11,4.91,1,July
4565,1,1,1,28806,Shared room,1,5,5,1,1,33.0,90,4.71,1,August
4566,1,0,1,28804,Entire home/apt,6,4,5,1,1,189.0,25,4.72,1,September
4567,1,1,0,28806,Entire home/apt,2,5,5,1,1,75.0,149,4.81,0,June
4568,0,1,1,28805,Entire home/apt,2,5,5,0,1,61.0,106,4.98,1,August
4569,1,1,1,28801,Entire home/apt,4,5,5,0,1,145.0,25,4.64,1,June
4570,1,1,1,28806,Entire home/apt,5,5,5,1,1,181.0,61,4.93,1,August
4571,0,0,0,28804,Entire home/apt,2,5,5,0,1,90.0,3,5.0,0,July
4572,1,0,0,28806,Entire home/apt,2,4,3,0,0,186.0,0,0.0,1,August
4573,1,1,1,28803,Entire home/apt,6,5,5,1,1,94.0,302,4.85,1,September
4574,0,1,1,28805,Private room,3,5,5,0,1,47.0,142,4.86,0,June
4575,1,1,1,28804,Entire home/apt,2,5,3,0,1,79.0,194,4.99,1,August
4576,1,1,1,28804,Entire home/apt,2,5,3,1,1,115.0,79,4.97,1,August
4577,1,1,1,28806,Entire home/apt,4,3,5,1,1,152.0,22,4.86,0,September
4578,0,1,1,28801,Entire home/apt,4,4,1,0,1,115.0,248,4.98,0,July
4579,1,1,1,28805,Entire home/apt,2,5,3,1,1,68.0,197,4.97,1,July
4580,0,0,1,28803,Entire home/apt,4,5,5,1,1,210.0,0,0.0,1,June
4581,1,1,1,28806,Entire home/apt,4,5,3,0,1,129.0,104,4.88,1,September
4582,1,1,1,28801,Entire home/apt,4,5,3,0,1,129.0,55,4.78,1,August
4583,0,1,1,28803,Entire home/apt,3,4,1,0,1,138.0,532,4.98,1,June
4584,0,0,0,28806,Entire home/apt,4,5,2,1,1,48.0,11,4.91,0,August
4585,0,0,0,28801,Entire home/apt,4,5,4,1,1,180.0,319,4.86,0,September
4586,1,1,1,28805,Entire home/apt,2,4,4,1,1,103.0,245,4.84,0,June
4587,0,1,1,28801,Entire home/apt,2,5,5,1,1,147.0,311,4.92,1,June
4588,1,1,1,28803,Entire home/apt,12,5,5,1,1,241.0,8,4.88,1,June
4589,1,1,0,28801,Entire home/apt,7,5,5,0,1,136.0,125,4.86,1,August
4590,1,0,1,28804,Entire home/apt,2,4,2,1,1,98.0,134,4.75,0,September
4591,1,1,1,28804,Entire home/apt,4,5,5,1,1,75.0,296,4.98,1,July
4592,1,1,1,28803,Private room,2,5,2,1,1,46.0,669,4.7,0,July
4593,1,0,0,28804,Private room,2,5,3,0,0,806.0,0,0.0,1,August
4594,1,1,0,28806,Entire home/apt,2,5,4,1,1,115.0,228,4.97,0,September
4595,1,0,0,28732,Entire home/apt,4,5,5,1,1,101.0,91,4.75,0,June
4596,1,1,1,28805,Entire home/apt,6,5,4,0,1,145.0,22,5.0,1,August
4597,0,0,1,28806,Entire home/apt,9,5,5,1,1,110.0,3,5.0,0,July
4598,0,0,0,28806,Entire home/apt,2,5,5,1,1,49.0,216,4.92,1,September
4599,0,1,1,28806,Entire home/apt,6,5,5,1,1,70.0,221,4.98,1,September
4600,1,1,1,28801,Private room,2,5,1,0,1,219.0,12,5.0,1,August
4601,1,1,1,28805,Entire home/apt,12,5,5,1,1,377.0,134,4.99,1,July
4602,1,0,1,28806,Private room,2,5,5,1,1,54.0,113,4.88,0,August
4603,1,1,1,28801,Hotel room,2,5,4,1,1,250.0,24,4.86,0,June
4604,1,0,0,28715,Entire home/apt,14,4,4,1,1,674.0,0,0.0,1,July
4605,0,1,0,28804,Entire home/apt,4,4,5,1,1,97.0,62,4.97,1,August
4606,0,0,1,28803,Entire home/apt,8,4,4,1,1,540.0,5,5.0,1,July
4607,1,1,1,28801,Private room,2,4,0,0,1,250.0,4,5.0,1,September
4608,1,1,1,28803,Entire home/apt,4,5,5,1,1,308.0,27,4.96,1,August
4609,1,1,1,28806,Entire home/apt,2,5,3,1,1,77.0,47,5.0,1,July
4610,1,1,1,28806,Entire home/apt,4,2,5,0,1,180.0,78,4.79,0,July
4611,0,0,0,28804,Entire home/apt,8,5,5,1,1,391.0,36,4.89,0,July
4612,0,1,1,28803,Entire home/apt,6,5,5,1,1,306.0,27,5.0,1,July
4613,1,0,0,28801,Entire home/apt,4,4,1,0,1,103.0,296,4.92,1,September
4614,1,1,1,28806,Entire home/apt,4,5,5,1,1,142.0,258,4.88,1,August
4615,1,1,0,28803,Entire home/apt,4,5,4,0,1,88.0,112,4.93,1,July
4616,0,1,1,28801,Entire home/apt,6,5,4,1,1,96.0,446,4.91,0,July
4617,0,1,0,28805,Entire home/apt,2,4,2,0,1,95.0,33,5.0,0,June
4618,1,0,1,28801,Entire home/apt,11,5,5,1,0,812.0,45,4.93,0,June
4619,0,0,0,28805,Entire home/apt,2,5,3,0,0,1874.0,0,0.0,1,July
4620,1,0,0,28801,Hotel room,2,4,0,0,1,393.0,1,5.0,1,August
4621,0,1,0,28805,Entire home/apt,6,5,5,1,1,129.0,214,5.0,1,July
4622,1,0,0,28803,Private room,2,5,5,0,1,65.0,3,5.0,0,June
4623,1,0,0,28804,Entire home/apt,4,4,0,0,1,250.0,14,4.21,0,September
4624,1,1,1,28805,Entire home/apt,10,5,5,1,1,327.0,172,4.94,0,July
4625,0,1,1,28806,Entire home/apt,3,5,3,0,1,112.0,118,4.91,0,August
4626,0,1,1,28801,Entire home/apt,4,5,5,1,1,155.0,2,5.0,0,July
4627,1,1,1,28704,Entire home/apt,8,5,5,1,0,251.0,0,0.0,1,September
4628,0,0,1,28801,Entire home/apt,2,5,5,0,1,79.0,217,4.71,0,July
4629,1,0,0,28801,Private room,2,5,3,1,0,348.0,0,0.0,1,September
4630,1,0,1,28801,Private room,2,5,2,0,1,133.0,67,4.63,1,July
4631,1,1,1,28804,Private room,3,5,3,1,1,127.0,48,4.85,0,September
4632,0,1,1,28805,Entire home/apt,7,5,5,1,1,300.0,68,5.0,0,June
4633,1,1,1,28806,Entire home/apt,6,5,5,1,1,117.0,45,4.84,0,August
4634,1,0,1,28704,Entire home/apt,6,4,0,0,0,208.0,3,5.0,1,September
4635,1,0,1,28806,Entire home/apt,4,5,5,1,1,182.0,79,4.99,1,August
4636,1,1,0,28806,Entire home/apt,2,5,4,1,1,110.0,36,4.89,1,July
4637,1,1,1,28715,Private room,2,5,3,1,1,88.0,91,4.96,0,July
4638,0,1,0,28715,Entire home/apt,5,5,3,0,1,56.0,110,4.95,1,July
4639,0,1,1,28732,Entire home/apt,2,5,3,0,1,33.0,90,4.42,0,September
4640,0,1,0,28805,Entire home/apt,8,5,5,1,1,348.0,123,4.86,1,July
4641,0,1,1,28804,Entire home/apt,4,5,5,1,1,93.0,241,4.98,1,July
4642,0,1,1,28803,Entire home/apt,4,5,5,1,1,60.0,0,0.0,0,August
4643,0,1,1,28801,Entire home/apt,4,5,4,0,1,118.0,140,4.91,1,August
4644,1,1,1,28704,Entire home/apt,3,5,3,1,1,100.0,30,5.0,1,June
4645,1,1,1,28806,Entire home/apt,6,5,5,0,1,372.0,18,4.83,1,August
4646,0,1,1,28801,Entire home/apt,4,5,5,0,1,135.0,72,4.97,1,August
4647,0,1,0,28801,Private room,4,5,1,1,1,75.0,92,4.99,0,September
4648,0,0,1,28704,Entire home/apt,6,4,2,0,1,175.0,34,4.76,0,June
4649,0,0,1,28806,Private room,2,5,3,1,1,49.0,7,5.0,1,July
4650,1,1,1,28806,Entire home/apt,2,5,3,1,1,87.0,257,4.89,1,September
4651,1,1,1,28805,Entire home/apt,6,4,4,1,1,300.0,190,4.81,0,August
4652,0,1,0,28805,Entire home/apt,8,5,5,1,1,83.0,252,4.97,1,July
4653,1,1,1,28801,Entire home/apt,4,5,5,1,1,266.0,70,5.0,1,August
4654,1,0,1,28806,Entire home/apt,8,5,5,1,1,355.0,233,4.78,1,July
4655,1,1,0,28806,Entire home/apt,4,5,5,0,1,83.0,177,4.91,1,June
4656,1,1,0,28803,Entire home/apt,4,5,5,0,1,199.0,157,4.88,1,September
4657,1,1,1,28801,Entire home/apt,4,5,5,1,1,329.0,9,4.33,1,July
4658,1,1,1,28801,Entire home/apt,4,4,1,0,1,238.0,140,4.96,0,July
4659,0,1,1,28801,Entire home/apt,2,4,1,1,1,80.0,1,5.0,0,September
4660,1,1,1,28704,Entire home/apt,4,5,5,1,1,142.0,28,4.93,1,July
4661,0,1,1,28803,Entire home/apt,4,5,3,1,1,84.0,89,4.88,0,June
4662,1,0,1,28806,Entire home/apt,2,5,3,0,0,60.0,5,4.8,1,June
4663,1,1,1,28801,Entire home/apt,2,5,3,1,1,132.0,142,4.95,1,June
4664,1,1,1,28801,Entire home/apt,6,4,4,0,1,281.0,67,4.85,1,June
4665,0,1,1,28806,Private room,2,5,5,1,1,52.0,21,4.8,0,July
4666,0,1,1,28801,Entire home/apt,2,5,1,0,1,95.0,47,5.0,1,September
4667,1,1,0,28805,Private room,4,5,3,0,1,62.0,138,4.92,1,September
4668,1,1,1,28806,Entire home/apt,8,5,5,1,1,293.0,24,4.79,1,July
4669,0,1,1,28801,Entire home/apt,3,5,5,1,1,75.0,13,5.0,0,August
4670,1,1,1,28806,Entire home/apt,4,4,5,1,1,100.0,55,4.82,1,September
4671,1,0,1,28804,Private room,2,5,0,0,1,300.0,5,5.0,1,August
4672,1,1,1,28806,Entire home/apt,2,5,4,1,1,80.0,305,4.88,1,July
4673,0,0,1,28704,Entire home/apt,4,5,5,1,1,195.0,22,4.91,0,June
4674,1,1,1,28804,Entire home/apt,2,5,3,1,1,109.0,196,4.97,0,August
4675,1,1,1,28806,Entire home/apt,4,5,5,1,1,163.0,131,4.71,0,August
4676,1,1,1,28806,Entire home/apt,2,4,5,1,1,195.0,34,4.88,0,June
4677,0,1,0,28806,Entire home/apt,2,5,5,1,1,81.0,57,4.91,1,June
4678,0,1,1,28806,Entire home/apt,6,5,5,1,1,49.0,164,4.73,0,July
4679,1,1,0,28704,Entire home/apt,4,5,3,0,1,75.0,91,4.95,0,July
4680,1,1,0,28805,Private room,6,5,3,0,1,87.0,85,4.91,1,July
4681,1,1,1,28801,Entire home/apt,4,5,5,1,1,182.0,30,4.97,1,August
4682,0,1,1,28801,Entire home/apt,4,5,5,0,1,174.0,63,4.56,1,September
4683,1,1,1,28806,Entire home/apt,5,5,3,1,1,135.0,36,4.94,0,September
4684,0,1,0,28715,Entire home/apt,5,5,3,0,1,60.0,120,4.95,1,September
4685,1,1,1,28805,Entire home/apt,2,5,3,0,1,83.0,134,4.92,1,September
4686,1,0,0,28801,Private room,2,5,2,1,1,356.0,1,1.0,1,September
4687,1,1,1,28801,Private room,2,5,3,0,1,57.0,1050,4.67,1,August
4688,1,1,1,28805,Entire home/apt,4,4,2,1,1,175.0,17,4.65,0,June
4689,1,1,0,28803,Entire home/apt,4,5,5,0,1,145.0,58,4.91,1,July
4690,1,0,1,28801,Private room,2,4,2,0,1,121.0,101,4.42,1,August
4691,1,1,0,28806,Entire home/apt,4,5,3,0,1,90.0,59,5.0,1,July
4692,1,1,1,28805,Entire home/apt,2,5,4,1,1,109.0,84,4.96,1,July
4693,1,1,1,28801,Entire home/apt,5,4,1,0,0,275.0,65,4.95,1,July
4694,1,1,1,28801,Entire home/apt,3,5,4,0,1,88.0,396,4.75,1,July
4695,1,1,0,28805,Entire home/apt,4,5,5,1,1,146.0,31,4.9,1,August
4696,1,1,0,28806,Entire home/apt,4,5,2,1,1,84.0,168,4.92,0,June
4697,1,0,1,28804,Entire home/apt,6,5,4,1,1,140.0,167,4.48,1,June
4698,1,1,1,28806,Entire home/apt,5,5,5,1,1,93.0,55,4.96,1,August
4699,1,0,1,28806,Entire home/apt,4,5,3,0,1,73.0,86,4.8,1,June
4700,1,1,1,28805,Entire home/apt,2,5,4,1,1,90.0,221,4.98,1,August
4701,1,1,1,28801,Entire home/apt,4,5,5,0,1,198.0,56,4.57,1,June
4702,1,0,0,28801,Private room,2,2,0,0,1,299.0,0,0.0,1,August
4703,1,1,1,28801,Private room,2,5,3,1,1,185.0,0,0.0,0,July
4704,0,1,1,28805,Entire home/apt,2,5,5,1,1,51.0,0,0.0,1,July
4705,1,1,1,28805,Entire home/apt,2,5,3,1,1,68.0,211,4.97,1,September
4706,0,1,0,28801,Entire home/apt,2,5,0,0,1,49.0,5,5.0,0,August
4707,1,1,1,28803,Entire home/apt,8,5,5,1,1,281.0,120,4.83,1,September
4708,1,0,1,28806,Entire home/apt,2,4,1,0,1,111.0,44,4.77,1,July
4709,0,1,1,28806,Entire home/apt,2,5,5,1,1,96.0,344,4.93,0,June
4710,0,1,1,28801,Entire home/apt,2,5,3,1,1,170.0,137,5.0,0,September
4711,1,1,1,28801,Entire home/apt,2,5,3,1,1,127.0,98,4.98,0,August
4712,1,0,1,28805,Entire home/apt,4,5,5,1,1,220.0,8,5.0,1,July
4713,1,1,1,28805,Private room,2,5,5,1,1,89.0,51,4.98,0,September
4714,1,0,1,28801,Entire home/apt,4,3,3,0,0,221.0,5,4.4,1,June
4715,1,0,1,28806,Private room,2,5,3,1,1,91.0,31,4.97,0,September
4716,1,1,1,28804,Entire home/apt,2,5,3,1,1,115.0,306,5.0,1,June
4717,1,0,1,28801,Entire home/apt,4,5,5,0,1,209.0,366,4.73,1,July
4718,0,1,0,28806,Private room,2,5,1,0,1,70.0,146,4.81,1,August
4719,1,1,1,28806,Entire home/apt,6,5,5,1,1,325.0,55,4.91,0,September
4720,1,1,1,28806,Private room,4,5,5,1,1,127.0,50,4.8,1,July
4721,1,1,1,28806,Entire home/apt,2,5,4,1,1,80.0,323,4.87,1,September
4722,0,1,1,28804,Entire home/apt,4,5,4,1,1,151.0,428,4.97,1,June
4723,0,1,1,28803,Entire home/apt,6,5,5,1,1,250.0,78,5.0,0,July
4724,1,0,1,28801,Entire home/apt,4,5,5,1,1,185.0,61,4.73,1,September
4725,1,1,1,28715,Entire home/apt,4,5,4,1,1,125.0,55,4.96,1,June
4726,1,0,1,28806,Entire home/apt,10,5,5,1,1,265.0,84,4.74,1,September
4727,0,0,1,28806,Entire home/apt,6,4,1,0,1,170.0,0,0.0,0,June
4728,1,1,1,28803,Entire home/apt,6,5,4,1,1,280.0,11,4.91,1,June
4729,0,1,1,28803,Entire home/apt,4,5,5,1,1,50.0,14,5.0,0,September
4730,1,1,0,28801,Entire home/apt,4,5,5,1,1,200.0,65,4.98,1,July
4731,1,1,0,28805,Entire home/apt,5,5,5,1,1,281.0,50,5.0,1,September
