Host_is_superhost,Host_identity_verified,Neighbourhood,Room_type,Accommodates,Essentials,Cooking,Balcony,Parking,Price,Number_of_reviews,Review_scores_rating,Instant_bookable,Month,Decision
1,0,28801,Entire home/apt,2,5,2,1,1,90.0,152,4.96,0,September,0
1,1,28801,Entire home/apt,6,5,5,0,1,224.0,62,4.76,1,July,1
1,1,28801,Entire home/apt,4,4,2,0,0,267.0,16,4.94,0,August,1
1,1,28804,Entire home/apt,4,5,4,1,1,120.0,0,0.0,1,June,1
0,0,28805,Entire home/apt,7,5,5,0,1,171.0,24,4.67,0,September,1
0,0,28801,Entire home/apt,2,3,4,0,0,313.0,22,4.91,1,June,0
1,1,28806,Entire home/apt,4,5,5,1,1,98.0,242,4.96,1,July,1
1,1,28804,Entire home/apt,12,5,5,1,1,246.0,7,5.0,1,July,1
0,0,28806,Entire home/apt,4,5,2,1,1,139.0,33,5.0,0,July,1
1,1,28803,Entire home/apt,8,5,5,1,1,280.0,125,4.89,0,August,1
1,0,28805,Entire home/apt,2,4,2,0,1,95.0,34,5.0,0,August,1
1,1,28801,Private room,1,4,5,0,1,62.0,63,4.73,1,June,1
0,1,28801,Entire home/apt,2,3,0,0,1,129.0,166,4.56,0,September,1
1,1,28803,Entire home/apt,4,5,5,1,1,204.0,74,4.92,0,July,0
1,1,28804,Entire home/apt,2,5,2,1,1,87.0,368,4.86,1,August,1
1,1,28801,Hotel room,2,4,2,0,1,134.0,22,4.91,1,June,1
1,1,28801,Entire home/apt,2,5,2,1,1,106.0,51,5.0,0,August,0
1,0,28715,Entire home/apt,8,5,5,1,1,350.0,0,0.0,1,June,1
1,1,28803,Entire home/apt,8,4,1,0,1,300.0,33,4.78,0,June,0
1,0,28803,Entire home/apt,13,5,5,1,1,450.0,39,4.9,1,August,1
0,0,28704,Entire home/apt,2,4,1,0,1,126.0,3,5.0,1,July,1
1,1,28704,Entire home/apt,8,5,5,0,1,381.0,38,4.76,1,September,1
1,1,28806,Entire home/apt,2,5,3,0,1,126.0,230,4.95,1,June,1
0,1,28806,Entire home/apt,8,5,5,1,1,300.0,13,5.0,0,June,1
1,1,28704,Private room,2,5,3,1,1,75.0,13,4.92,1,June,1
1,1,28801,Entire home/apt,5,5,5,1,1,91.0,112,4.94,0,September,0
1,0,28804,Entire home/apt,2,5,3,1,1,227.0,4,5.0,0,August,1
1,1,28804,Entire home/apt,12,5,5,1,1,638.0,21,4.86,1,September,1
1,1,28806,Entire home/apt,2,5,5,0,1,44.0,158,4.94,1,September,1
1,1,28803,Entire home/apt,8,5,5,1,1,320.0,85,4.86,1,July,1
0,0,28805,Entire home/apt,11,2,3,1,1,332.0,11,5.0,1,September,1
1,1,28805,Entire home/apt,6,5,5,1,1,189.0,53,4.89,1,September,1
1,0,28801,Entire home/apt,3,4,3,1,1,170.0,19,4.79,1,July,1
0,1,28704,Entire home/apt,5,4,4,0,1,196.0,12,4.83,1,June,1
1,1,28801,Entire home/apt,2,4,5,1,1,100.0,10,5.0,1,September,0
1,0,28804,Private room,2,5,1,0,1,132.0,113,4.98,1,September,1
0,1,28805,Entire home/apt,2,5,4,0,1,69.0,25,4.88,0,August,0
1,0,28715,Entire home/apt,8,5,5,1,1,350.0,0,0.0,1,August,1
1,1,28803,Entire home/apt,4,4,4,0,1,194.0,12,5.0,1,August,1
1,1,28805,Entire home/apt,4,5,5,1,1,280.0,10,5.0,1,September,0
1,1,28806,Entire home/apt,4,5,4,1,1,187.0,171,4.95,1,June,1
0,0,28803,Entire home/apt,4,5,3,1,1,104.0,226,4.93,1,July,0
1,1,28801,Entire home/apt,4,5,5,0,1,55.0,135,4.84,0,July,0
0,0,28804,Entire home/apt,2,4,3,0,1,147.0,125,4.91,1,June,0
1,1,28803,Private room,2,5,5,1,1,32.0,67,4.87,0,September,0
1,1,28801,Hotel room,12,5,3,1,1,1275.0,9,4.89,1,July,1
1,1,28704,Entire home/apt,6,5,5,0,1,269.0,1,4.0,1,July,1
1,0,28806,Private room,2,5,1,1,1,111.0,11,5.0,0,September,1
1,0,28732,Entire home/apt,4,5,3,0,1,81.0,70,4.86,1,June,0
1,1,28805,Private room,1,3,5,1,1,99.0,5,5.0,0,July,1
1,1,28805,Private room,1,5,1,1,1,40.0,12,4.92,0,June,0
0,1,28801,Entire home/apt,4,5,5,0,1,215.0,364,4.73,1,June,1
1,1,28804,Entire home/apt,8,5,5,1,1,260.0,8,5.0,0,June,1
1,1,28804,Entire home/apt,10,4,0,0,1,165.0,0,0.0,1,July,0
1,1,28805,Private room,2,5,4,1,1,113.0,297,4.85,0,June,1
1,1,28801,Entire home/apt,6,4,4,0,1,366.0,31,4.77,1,July,1
1,1,28801,Private room,2,4,0,0,1,208.0,6,4.83,1,August,1
1,1,28806,Private room,3,5,3,0,1,110.0,54,4.98,0,June,0
1,1,28801,Private room,2,5,2,1,1,127.0,349,4.96,1,September,0
1,1,28804,Entire home/apt,12,5,5,1,1,638.0,19,4.84,1,August,1
1,1,28804,Entire home/apt,4,5,5,1,1,240.0,108,4.95,0,September,1
1,1,28804,Entire home/apt,12,5,5,1,1,968.0,5,5.0,1,August,0
0,1,28803,Entire home/apt,2,5,1,0,1,50.0,6,4.67,0,August,0
1,0,28732,Private room,2,5,2,0,1,44.0,157,4.97,1,September,1
1,1,28801,Private room,11,3,2,1,1,264.0,0,0.0,0,July,0
1,0,28704,Entire home/apt,4,5,4,1,1,97.0,113,4.92,1,September,0
1,1,28732,Entire home/apt,2,5,3,0,1,33.0,90,4.42,0,August,0
1,1,28704,Entire home/apt,4,5,4,1,1,75.0,129,4.92,1,September,1
1,1,28801,Entire home/apt,6,5,5,1,1,381.0,55,4.87,1,August,1
1,1,28806,Entire home/apt,4,5,2,1,1,73.0,259,4.96,1,September,0
0,1,28732,Entire home/apt,8,5,5,1,1,209.0,119,4.78,1,August,1
0,1,28806,Private room,2,5,5,1,1,53.0,143,4.71,0,September,1
0,1,28803,Private room,3,4,5,0,1,59.0,44,4.64,0,July,1
1,1,28806,Entire home/apt,5,5,5,1,1,136.0,57,4.96,1,July,1
1,1,28803,Entire home/apt,5,5,1,0,1,235.0,23,4.7,1,August,1
1,1,28805,Entire home/apt,5,5,5,1,1,265.0,12,4.91,0,July,1
1,0,28803,Entire home/apt,4,5,4,1,1,157.0,46,5.0,0,July,1
0,1,28803,Private room,5,4,5,1,1,93.0,45,4.64,1,August,1
1,1,28704,Entire home/apt,2,4,5,1,1,109.0,81,4.77,0,September,1
1,1,28803,Entire home/apt,11,5,5,1,1,295.0,23,4.96,1,July,1
0,1,28804,Entire home/apt,4,5,5,1,1,134.0,57,4.87,0,June,0
1,1,28806,Entire home/apt,4,5,3,1,1,137.0,42,4.95,1,June,1
1,0,28806,Entire home/apt,4,2,0,0,1,19.0,50,4.82,1,July,1
0,0,28803,Entire home/apt,2,5,3,0,0,444.0,0,0.0,1,June,1
0,1,28806,Private room,2,5,4,1,1,58.0,136,4.86,0,June,1
1,1,28801,Entire home/apt,6,2,5,0,0,281.0,0,0.0,1,June,1
1,1,28704,Entire home/apt,4,5,5,1,1,130.0,31,4.94,1,August,1
0,1,28805,Entire home/apt,6,5,4,1,1,250.0,42,4.83,1,June,1
1,0,28801,Entire home/apt,2,5,3,1,1,109.0,96,4.98,1,September,0
0,1,28805,Entire home/apt,6,4,4,0,1,165.0,36,4.69,1,June,1
1,1,28806,Entire home/apt,8,4,2,0,1,392.0,19,5.0,0,August,1
1,1,28801,Entire home/apt,5,5,2,1,1,204.0,168,4.87,1,August,1
0,1,28806,Entire home/apt,16,5,5,1,1,507.0,84,4.81,0,July,1
1,1,28805,Private room,5,5,2,0,1,46.0,145,4.83,1,August,0
0,1,28806,Entire home/apt,8,5,5,1,1,255.0,14,4.86,1,August,0
1,1,28801,Entire home/apt,6,5,5,1,1,481.0,3,4.33,1,August,1
1,1,28805,Entire home/apt,6,5,5,0,1,309.0,28,4.71,1,July,1
0,1,28805,Entire home/apt,6,5,4,1,1,250.0,48,4.75,1,August,1
1,1,28803,Entire home/apt,4,5,5,1,1,324.0,29,4.97,1,September,1
1,1,28801,Entire home/apt,6,4,4,0,1,352.0,68,4.79,1,July,1
0,1,28806,Entire home/apt,4,4,0,0,1,149.0,49,4.9,0,August,0
1,1,28801,Entire home/apt,4,3,5,1,1,281.0,66,4.89,1,September,1
0,1,28803,Entire home/apt,5,5,5,1,1,250.0,86,4.94,0,September,0
0,0,28803,Entire home/apt,7,5,5,1,1,232.0,4,5.0,1,July,1
1,1,28806,Entire home/apt,2,5,4,1,1,85.0,85,4.87,1,June,1
0,0,28715,Entire home/apt,8,5,5,1,1,185.0,250,4.56,1,September,1
0,0,28805,Entire home/apt,5,5,5,1,1,133.0,101,4.79,0,August,0
1,1,28806,Private room,4,5,5,1,1,127.0,57,4.81,1,September,1
1,1,28806,Entire home/apt,4,5,5,1,1,74.0,290,4.9,1,July,0
1,1,28806,Private room,4,5,5,1,1,127.0,55,4.8,1,August,1
1,0,28801,Entire home/apt,2,5,3,1,1,109.0,95,4.98,1,August,0
0,1,28704,Entire home/apt,12,4,4,0,1,258.0,12,4.67,1,July,0
1,1,28806,Entire home/apt,2,5,3,0,1,55.0,58,4.95,1,August,1
1,1,28805,Entire home/apt,2,5,5,0,1,108.0,205,4.89,0,July,1
1,1,28732,Entire home/apt,2,5,5,1,1,172.0,70,4.99,1,June,1
1,1,28801,Entire home/apt,3,5,5,0,1,163.0,173,4.94,1,August,1
0,1,28805,Entire home/apt,3,5,4,1,1,86.0,249,4.94,1,September,1
1,1,28803,Entire home/apt,6,4,1,0,1,303.0,139,4.96,0,June,0
1,0,28806,Entire home/apt,4,5,3,0,1,105.0,73,5.0,1,August,1
1,1,28804,Entire home/apt,16,5,5,1,1,564.0,32,4.91,0,July,0
1,1,28704,Entire home/apt,3,5,4,1,1,121.0,142,4.98,1,July,1
0,1,28806,Entire home/apt,2,5,2,0,1,75.0,7,4.43,0,August,1
1,0,28704,Private room,2,5,2,1,1,49.0,109,4.98,0,June,0
0,0,28715,Entire home/apt,2,5,4,1,1,96.0,218,4.78,1,September,1
0,0,28804,Entire home/apt,2,5,3,1,1,99.0,41,4.95,1,June,1
1,1,28806,Private room,2,5,3,1,1,51.0,159,4.97,1,September,1
0,1,28803,Entire home/apt,4,5,5,1,1,130.0,0,0.0,0,September,0
1,1,28806,Entire home/apt,5,5,5,1,1,106.0,131,4.89,1,July,1
1,1,28801,Entire home/apt,6,4,4,0,1,338.0,36,4.81,1,June,1
1,1,28801,Entire home/apt,2,5,3,1,1,141.0,276,4.99,1,July,1
1,1,28801,Entire home/apt,2,5,5,0,1,154.0,116,4.93,0,September,1
1,0,28704,Entire home/apt,4,5,3,1,1,37.0,112,4.96,1,June,0
1,1,28806,Private room,2,5,0,0,1,43.0,306,4.9,0,June,1
1,1,28804,Entire home/apt,2,5,3,0,1,88.0,169,4.93,1,June,1
1,1,28805,Entire home/apt,6,5,5,1,1,390.0,59,4.98,1,September,1
1,1,28803,Entire home/apt,4,5,4,1,1,144.0,209,4.97,0,July,0
1,1,28804,Private room,3,5,3,1,1,127.0,39,4.85,1,July,1
1,1,28801,Private room,2,5,2,1,1,138.0,330,4.95,1,June,0
0,0,28805,Entire home/apt,6,5,5,1,1,141.0,46,4.74,1,July,1
1,1,28801,Entire home/apt,2,5,5,0,0,79.0,103,4.83,1,June,0
1,0,28805,Entire home/apt,4,5,5,1,1,125.0,21,4.81,0,August,0
0,1,28804,Shared room,1,3,3,1,1,40.0,3,5.0,0,June,0
0,1,28806,Entire home/apt,2,5,5,1,1,131.0,54,4.72,1,July,1
1,1,28806,Entire home/apt,5,5,4,0,1,138.0,40,4.7,1,September,1
0,1,28803,Entire home/apt,8,3,4,0,1,255.0,13,4.69,1,September,1
1,1,28704,Entire home/apt,4,5,3,0,1,120.0,119,4.97,0,September,1
1,1,28801,Entire home/apt,2,5,2,1,1,108.0,40,5.0,0,July,1
1,1,28803,Entire home/apt,8,5,3,0,1,114.0,29,4.9,1,September,1
0,1,28805,Entire home/apt,4,5,5,1,1,122.0,12,4.67,1,July,1
1,1,28803,Entire home/apt,2,4,1,0,1,121.0,583,4.97,1,July,1
1,1,28805,Private room,2,5,5,0,1,58.0,49,4.75,0,August,0
1,1,28806,Entire home/apt,2,5,3,1,1,131.0,91,4.96,1,September,1
1,0,28803,Entire home/apt,4,5,5,0,1,145.0,58,4.91,1,June,1
0,1,28803,Entire home/apt,6,4,4,1,1,504.0,8,4.75,1,July,1
1,1,28801,Entire home/apt,2,5,3,1,1,87.0,107,4.91,1,July,1
0,1,28803,Entire home/apt,8,4,4,1,1,540.0,6,5.0,1,August,1
0,1,28806,Entire home/apt,2,5,3,1,1,128.0,109,4.96,0,September,0
1,1,28801,Entire home/apt,2,5,4,0,1,48.0,4,4.75,0,September,0
0,0,28801,Entire home/apt,2,3,3,0,0,390.0,22,4.91,1,June,1
1,1,28804,Private room,2,5,2,0,1,44.0,46,5.0,0,July,1
1,1,28804,Entire home/apt,6,5,5,1,1,156.0,81,4.69,1,June,1
0,1,28805,Private room,2,5,0,1,1,95.0,0,0.0,0,June,1
1,1,28806,Entire home/apt,2,5,5,1,1,100.0,347,4.95,0,August,1
1,1,28804,Entire home/apt,3,5,2,1,1,93.0,213,4.91,1,August,1
0,1,28804,Private room,4,5,5,1,1,90.0,49,4.73,1,June,0
0,0,28801,Private room,2,3,0,0,1,299.0,0,0.0,1,September,1
1,1,28806,Entire home/apt,4,3,5,1,1,152.0,118,4.84,0,September,1
1,1,28805,Entire home/apt,2,5,2,0,1,70.0,106,4.91,1,July,0
1,1,28715,Entire home/apt,7,5,2,0,1,95.0,13,4.62,1,August,0
1,1,28803,Entire home/apt,3,5,3,1,1,45.0,196,4.93,1,September,0
1,1,28801,Private room,3,5,3,1,1,147.0,61,4.87,1,June,1
1,1,28704,Entire home/apt,7,5,5,1,1,179.0,32,4.94,0,September,0
1,1,28803,Entire home/apt,2,5,3,1,1,152.0,68,4.9,1,August,1
1,1,28804,Entire home/apt,4,3,4,1,1,65.0,36,4.94,1,September,1
0,1,28704,Entire home/apt,6,4,2,0,1,175.0,34,4.76,1,September,0
1,1,28806,Entire home/apt,4,4,1,0,1,160.0,159,4.95,1,September,0
1,1,28801,Entire home/apt,6,4,4,1,1,520.0,3,5.0,1,June,1
1,0,28801,Entire home/apt,3,5,5,0,0,225.0,21,4.95,0,August,1
0,0,28715,Entire home/apt,4,5,5,1,1,207.0,21,4.86,1,June,1
1,1,28806,Entire home/apt,2,5,3,0,1,113.0,159,4.93,1,June,1
0,1,28803,Entire home/apt,6,5,5,1,1,180.0,0,0.0,0,August,0
1,1,28804,Entire home/apt,5,5,5,1,1,125.0,87,4.97,1,July,0
1,1,28803,Entire home/apt,2,5,3,0,1,115.0,84,4.94,0,July,0
1,1,28804,Entire home/apt,4,5,3,0,1,80.0,199,4.77,1,June,0
1,1,28804,Entire home/apt,2,5,5,0,1,76.0,49,4.82,1,July,1
1,1,28806,Entire home/apt,4,5,3,0,1,71.0,28,5.0,1,August,0
1,1,28804,Entire home/apt,2,5,2,0,1,95.0,174,4.93,1,July,1
0,0,28803,Entire home/apt,6,2,4,1,1,247.0,1,5.0,1,June,1
0,1,28801,Private room,2,5,2,0,1,122.0,15,4.27,1,August,1
1,1,28801,Entire home/apt,6,5,5,0,1,313.0,209,4.99,0,September,1
1,0,28704,Entire home/apt,2,5,5,1,1,145.0,6,4.83,0,August,0
1,1,28801,Entire home/apt,2,5,4,0,1,116.0,172,4.97,0,September,0
1,1,28801,Entire home/apt,4,5,5,1,1,143.0,26,5.0,0,September,0
1,1,28806,Entire home/apt,2,5,5,0,1,128.0,278,4.93,1,July,1
1,1,28704,Entire home/apt,3,5,3,1,1,100.0,41,4.98,1,September,1
1,1,28806,Entire home/apt,4,5,5,1,1,129.0,92,4.87,0,July,1
1,0,28704,Entire home/apt,2,4,1,0,1,79.0,239,4.99,1,July,0
0,0,28801,Private room,2,5,5,0,1,314.0,0,0.0,1,July,1
1,1,28804,Entire home/apt,4,5,5,1,1,160.0,159,4.99,0,September,0
0,1,28805,Private room,3,5,5,1,1,55.0,10,5.0,0,June,1
1,0,28804,Entire home/apt,2,5,4,1,1,225.0,61,4.97,0,June,1
0,1,28803,Entire home/apt,6,5,5,1,1,180.0,0,0.0,0,July,0
1,1,28806,Entire home/apt,4,5,4,1,1,122.0,246,4.91,0,September,1
1,1,28801,Entire home/apt,4,4,1,0,1,206.0,465,4.97,1,June,0
0,1,28804,Entire home/apt,2,5,5,1,1,88.0,10,4.9,0,June,1
1,1,28804,Entire home/apt,13,5,5,1,1,395.0,54,4.93,1,June,1
0,1,28801,Private room,2,5,0,0,1,214.0,1,5.0,1,August,1
1,1,28806,Entire home/apt,4,5,5,1,1,204.0,21,4.95,0,September,1
1,1,28805,Entire home/apt,4,5,5,1,1,116.0,51,4.98,0,September,0
1,1,28804,Entire home/apt,4,5,4,1,1,115.0,132,4.96,1,September,1
1,1,28804,Entire home/apt,5,5,5,1,1,136.0,82,4.85,0,July,1
1,0,28803,Entire home/apt,5,5,2,0,1,249.0,4,5.0,1,August,0
1,1,28806,Entire home/apt,4,5,4,1,1,94.0,55,4.96,1,June,0
1,0,28803,Entire home/apt,2,5,4,1,1,185.0,97,4.97,0,September,0
0,1,28801,Entire home/apt,2,4,1,0,1,299.0,12,4.82,0,July,1
1,1,28801,Entire home/apt,4,4,3,0,0,345.0,21,4.95,0,September,1
0,1,28806,Entire home/apt,6,5,0,0,1,104.0,6,5.0,1,July,0
1,0,28803,Entire home/apt,4,5,3,1,1,148.0,17,4.94,0,August,0
0,0,28801,Entire home/apt,2,5,2,1,1,94.0,37,4.68,1,August,1
1,1,28806,Entire home/apt,2,5,5,1,1,99.0,0,0.0,1,August,0
1,1,28806,Entire home/apt,5,5,5,1,1,98.0,216,4.84,0,July,0
1,1,28806,Entire home/apt,2,5,4,1,1,110.0,46,5.0,1,July,1
1,1,28803,Entire home/apt,3,5,5,1,1,101.0,209,4.94,0,August,0
1,1,28806,Entire home/apt,2,5,3,1,1,234.0,178,4.91,1,August,1
1,1,28806,Entire home/apt,2,5,5,1,1,99.0,344,4.93,0,August,1
1,1,28801,Entire home/apt,6,5,3,1,1,134.0,79,4.97,1,September,1
1,0,28806,Entire home/apt,4,5,5,1,1,115.0,116,4.93,1,August,1
1,1,28801,Entire home/apt,6,5,2,1,1,146.0,62,4.85,1,August,1
1,1,28801,Private room,2,5,1,0,1,202.0,1,5.0,1,June,1
1,1,28806,Entire home/apt,2,5,5,1,1,95.0,43,4.98,1,June,1
1,0,28806,Private room,2,4,1,0,1,120.0,107,4.96,1,September,0
1,0,28804,Entire home/apt,4,5,3,0,1,127.0,43,4.93,0,September,1
1,1,28806,Entire home/apt,2,2,0,0,1,54.0,77,4.82,1,September,1
0,1,28803,Entire home/apt,11,5,2,1,1,76.0,172,4.71,1,July,1
1,1,28805,Private room,2,5,2,0,1,80.0,1,5.0,1,June,0
1,1,28801,Entire home/apt,2,5,3,1,1,107.0,88,4.91,1,June,1
1,1,28806,Entire home/apt,3,5,3,1,1,84.0,61,4.89,0,September,0
1,1,28806,Entire home/apt,4,5,3,0,1,111.0,23,5.0,1,August,0
1,1,28804,Entire home/apt,4,5,5,1,1,165.0,49,4.8,0,August,1
1,1,28804,Entire home/apt,4,5,4,1,1,113.0,119,4.97,1,June,1
1,1,28801,Entire home/apt,6,4,4,0,1,381.0,89,4.83,1,July,0
1,1,28806,Entire home/apt,16,4,1,0,1,864.0,70,5.0,1,June,1
1,1,28801,Entire home/apt,4,4,5,0,1,274.0,3,5.0,1,July,1
0,1,28806,Entire home/apt,5,5,5,1,1,175.0,50,4.86,0,September,0
1,1,28806,Entire home/apt,2,5,3,1,1,140.0,43,4.98,1,August,1
0,0,28805,Entire home/apt,4,5,1,0,1,150.0,75,4.64,0,August,0
0,1,28704,Entire home/apt,4,5,5,1,1,108.0,10,4.9,1,September,0
0,1,28801,Entire home/apt,2,3,3,0,0,150.0,3,5.0,1,July,1
1,1,28804,Entire home/apt,13,5,5,1,1,319.0,58,4.9,1,August,1
1,1,28803,Private room,2,5,0,0,1,65.0,15,5.0,0,July,0
1,1,28704,Entire home/apt,4,5,5,1,1,99.0,79,4.99,1,August,1
1,0,28801,Entire home/apt,4,5,2,0,1,159.0,455,4.89,1,August,1
0,1,28801,Entire home/apt,2,4,1,0,1,292.0,12,4.82,0,June,0
1,1,28806,Entire home/apt,3,5,3,1,1,91.0,59,4.88,0,June,0
1,1,28801,Entire home/apt,2,5,4,0,1,102.0,506,4.92,1,September,1
0,1,28803,Entire home/apt,6,4,0,0,1,95.0,0,0.0,1,June,0
1,1,28801,Entire home/apt,2,5,5,0,1,318.0,102,4.96,1,June,1
1,1,28805,Entire home/apt,6,5,5,1,1,442.0,58,4.98,1,June,1
1,1,28805,Entire home/apt,2,4,4,1,1,106.0,249,4.84,0,July,1
1,1,28804,Entire home/apt,2,5,3,1,1,175.0,37,5.0,0,August,0
1,1,28806,Entire home/apt,6,5,5,0,1,341.0,3,4.67,1,August,1
1,1,28806,Entire home/apt,7,5,5,1,1,211.0,29,5.0,0,August,1
0,0,28804,Entire home/apt,4,3,4,0,1,208.0,18,4.89,1,June,0
1,1,28806,Private room,3,5,3,0,1,94.0,26,5.0,0,August,0
1,1,28801,Entire home/apt,6,4,4,1,1,519.0,4,5.0,1,September,1
1,1,28704,Entire home/apt,4,5,4,1,1,92.0,68,4.99,1,September,1
1,0,28806,Entire home/apt,2,5,3,0,1,61.0,22,4.73,0,July,1
1,1,28803,Entire home/apt,2,5,5,1,1,157.0,152,5.0,1,June,0
0,0,28803,Entire home/apt,10,5,5,1,1,250.0,12,5.0,0,September,1
1,1,28806,Entire home/apt,3,5,2,0,1,98.0,113,4.89,1,August,1
0,1,28806,Entire home/apt,2,3,1,0,1,60.0,57,4.91,1,September,1
1,1,28806,Entire home/apt,6,5,5,1,1,188.0,64,4.98,0,June,1
1,1,28806,Shared room,1,5,2,0,1,33.0,285,4.7,1,June,1
0,1,28803,Entire home/apt,10,5,1,0,1,252.0,6,5.0,1,June,0
1,0,28805,Entire home/apt,7,5,5,1,1,294.0,159,4.96,1,August,1
1,1,28805,Entire home/apt,4,5,3,1,1,89.0,229,4.97,1,September,1
1,0,28805,Entire home/apt,4,5,4,1,1,111.0,36,4.94,1,July,1
1,1,28715,Entire home/apt,4,5,5,1,1,90.0,85,4.87,1,September,1
0,1,28803,Entire home/apt,2,4,0,0,1,100.0,6,5.0,0,July,0
1,0,28804,Entire home/apt,5,5,5,1,1,170.0,26,4.85,0,September,1
1,1,28801,Private room,2,4,4,1,1,71.0,108,4.91,1,June,1
1,1,28801,Entire home/apt,8,5,5,1,1,509.0,38,4.71,1,August,1
1,0,28804,Entire home/apt,6,5,5,1,1,368.0,25,5.0,1,June,0
0,1,28801,Entire home/apt,2,3,0,0,1,102.0,240,4.4,1,August,1
1,1,28704,Entire home/apt,2,5,5,1,1,74.0,71,4.99,1,August,1
1,0,28806,Entire home/apt,2,4,1,0,1,115.0,283,4.98,0,August,1
1,1,28803,Entire home/apt,6,5,5,1,1,275.0,74,4.95,0,September,0
1,1,28806,Entire home/apt,5,5,5,0,1,216.0,79,4.91,0,July,1
1,1,28806,Entire home/apt,3,3,3,1,1,99.0,5,5.0,0,September,0
1,1,28804,Entire home/apt,2,5,3,1,1,102.0,85,4.95,1,August,1
1,1,28806,Entire home/apt,3,4,2,1,1,150.0,36,4.92,1,September,0
1,1,28804,Entire home/apt,2,4,1,0,1,219.0,239,4.99,0,July,0
1,1,28806,Entire home/apt,6,4,5,1,1,230.0,21,4.67,1,September,1
1,1,28704,Entire home/apt,4,5,5,0,1,99.0,90,4.99,0,September,0
1,1,28801,Private room,2,5,1,1,1,92.0,435,4.76,0,July,1
1,1,28715,Entire home/apt,4,5,5,1,1,156.0,75,4.95,0,July,0
1,1,28806,Private room,1,5,5,1,1,42.0,4,5.0,0,September,0
1,1,28806,Private room,2,5,5,1,1,100.0,24,4.96,0,August,1
1,1,28801,Entire home/apt,6,5,5,1,1,394.0,36,5.0,0,June,0
1,1,28806,Entire home/apt,5,5,5,0,1,209.0,77,4.91,0,June,1
1,1,28805,Entire home/apt,2,4,1,0,1,156.0,287,4.95,1,September,0
0,1,28803,Entire home/apt,2,5,0,0,1,60.0,4,4.75,0,September,0
0,0,28801,Hotel room,2,4,0,0,1,381.0,0,0.0,1,August,1
1,1,28805,Private room,2,5,2,1,1,76.0,83,4.99,0,September,1
1,1,28801,Entire home/apt,4,5,5,1,1,125.0,173,4.84,1,June,0
1,1,28806,Private room,2,5,3,1,1,61.0,22,5.0,1,July,1
1,1,28804,Entire home/apt,2,5,3,1,1,118.0,312,5.0,1,July,0
0,0,28803,Entire home/apt,2,3,4,0,1,189.0,23,4.83,1,August,1
1,1,28803,Entire home/apt,6,5,5,0,1,245.0,0,0.0,1,July,0
1,0,28806,Entire home/apt,2,2,0,1,1,19.0,16,4.63,1,September,1
1,0,28715,Entire home/apt,2,5,5,1,1,135.0,19,4.95,0,September,1
1,1,28805,Entire home/apt,4,4,1,0,1,600.0,4,5.0,1,July,0
0,1,28801,Entire home/apt,2,5,4,0,1,98.0,261,4.8,0,July,0
1,1,28803,Entire home/apt,12,5,5,1,1,356.0,17,5.0,1,August,0
1,1,28806,Entire home/apt,4,5,4,1,1,112.0,202,4.97,1,July,0
1,1,28801,Entire home/apt,8,4,4,0,1,481.0,57,4.79,1,August,1
1,1,28804,Entire home/apt,2,5,5,1,1,114.0,133,4.86,0,June,0
0,0,28806,Entire home/apt,2,5,3,1,1,146.0,8,5.0,1,June,1
0,1,28806,Entire home/apt,2,5,5,0,1,84.0,3,3.67,0,August,0
1,1,28801,Entire home/apt,4,5,5,1,1,316.0,230,4.98,0,June,1
1,0,28801,Entire home/apt,6,5,5,0,1,175.0,45,4.98,1,July,0
1,1,28801,Entire home/apt,6,5,5,1,1,481.0,11,4.91,1,July,1
0,1,28801,Entire home/apt,4,5,5,1,1,60.0,99,4.9,0,June,0
1,1,28806,Private room,2,5,5,1,1,52.0,21,4.8,0,September,0
1,1,28806,Entire home/apt,4,5,5,1,0,150.0,11,4.82,1,September,1
1,1,28801,Entire home/apt,11,5,5,1,1,663.0,30,4.73,1,July,0
1,1,28801,Entire home/apt,4,5,3,0,1,130.0,49,4.78,1,July,1
1,1,28801,Entire home/apt,4,5,5,1,1,305.0,3,5.0,1,July,1
0,0,28801,Private room,2,5,5,0,1,308.0,0,0.0,1,September,1
1,1,28715,Entire home/apt,16,5,5,1,1,629.0,39,4.97,1,August,1
1,1,28801,Entire home/apt,6,4,4,0,1,352.0,89,4.83,1,September,1
0,1,28803,Entire home/apt,5,4,0,0,1,93.0,63,4.9,0,September,0
1,1,28801,Entire home/apt,4,4,1,0,1,108.0,257,4.98,0,August,1
1,1,28806,Entire home/apt,15,5,5,1,1,257.0,21,4.95,0,September,1
0,1,28801,Entire home/apt,4,4,4,0,0,333.0,1,5.0,1,July,1
1,1,28806,Private room,2,5,0,0,1,70.0,58,4.77,1,July,1
1,1,28801,Entire home/apt,2,5,5,0,1,223.0,24,4.96,0,June,0
1,1,28801,Private room,2,5,3,0,1,56.0,1033,4.66,1,June,1
1,1,28805,Entire home/apt,12,5,5,1,1,377.0,139,4.99,1,August,1
1,0,28806,Private room,2,5,2,0,1,72.0,539,4.93,0,June,1
1,1,28715,Entire home/apt,3,5,5,1,1,90.0,7,5.0,1,June,0
0,1,28804,Entire home/apt,4,5,5,1,1,148.0,55,4.93,1,June,1
1,1,28804,Entire home/apt,12,5,5,1,1,305.0,33,4.85,0,June,0
1,1,28806,Entire home/apt,2,5,3,1,1,75.0,177,4.99,0,August,0
